,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
1186,Anderson,Tennessee,24561.0,43620.0,55940.0,"75,263","30,548",47001
1187,Franklin County,Virginia,24557.0,45624.0,55970.0,"56,195","23,358",51067
1188,Monona,Iowa,24557.0,42025.0,57292.0,"9,208","3,981",19133
1189,Gage,Nebraska,24555.0,47654.0,61483.0,"22,055","9,133",31067
1190,Grant,South Dakota,24554.0,48896.0,57699.0,"7,307","3,159",46051
1191,Pennington,Minnesota,24554.0,45633.0,61448.0,"14,008","5,806",27113
1192,Clay,Minnesota,24550.0,52410.0,68533.0,"59,638","22,463",27027
1193,Nemaha,Kansas,24550.0,47122.0,61696.0,"10,149","4,117",20131
1194,Ray,Missouri,24549.0,52698.0,63014.0,"23,290","8,735",29177
1195,Winnebago,Iowa,24547.0,45603.0,61599.0,"10,732","4,591",19189
1196,Haywood,North Carolina,24536.0,41557.0,52014.0,"58,951","26,608",37087
1197,Carroll,Indiana,24531.0,50542.0,60427.0,"20,109","7,995",18015
1198,Boyd,Kentucky,24530.0,40379.0,53328.0,"49,314","19,530",21019
1199,Whiteside,Illinois,24525.0,47667.0,58305.0,"58,150","23,370",17195
1200,Clark,Kentucky,24524.0,45853.0,57583.0,"35,608","14,498",21049
1201,Mitchell,Iowa,24518.0,51078.0,66895.0,"10,739","4,389",19131
1202,Hamilton,Iowa,24510.0,43589.0,58135.0,"15,486","6,395",19079
1203,Hamilton,Kansas,24510.0,43357.0,51953.0,"2,645","1,076",20075
1204,Monroe,Iowa,24508.0,45997.0,56887.0,"8,010","3,361",19135
1205,Clay,Kansas,24503.0,45233.0,57236.0,"8,500","3,407",20027
1206,Rock,Nebraska,24501.0,43500.0,55625.0,"1,436",666,31149
1207,Buffalo,Wisconsin,24500.0,47384.0,58708.0,"13,466","5,777",55011
1208,Bay,Florida,24498.0,47461.0,57295.0,"170,704","67,561",12005
1209,Flagler,Florida,24497.0,47233.0,53823.0,"97,301","35,647",12035
1210,Cuming,Nebraska,24496.0,47500.0,58654.0,"9,095","3,822",31039
1211,Dorchester,South Carolina,24495.0,53857.0,62753.0,"139,802","50,321",45035
1212,Winnebago,Illinois,24495.0,47072.0,58536.0,"293,384","113,449",17201
1213,Jackson,Iowa,24493.0,46467.0,56474.0,"19,737","8,479",19097
1214,Jones,Georgia,24485.0,51497.0,60290.0,"28,650","10,384",13169
1215,Susquehanna,Pennsylvania,24477.0,48231.0,57595.0,"42,948","17,163",42115
1216,Scott,Illinois,24471.0,49669.0,61563.0,"5,288","2,113",17171
1217,Shelby,Indiana,24459.0,51440.0,60234.0,"44,511","17,171",18145
1218,Yates,New York,24457.0,49335.0,60271.0,"25,293","9,602",36123
1219,Benton,Minnesota,24453.0,52200.0,64694.0,"38,756","15,359",27009
1220,Stark,Ohio,24453.0,45641.0,57381.0,"375,348","150,003",39151
1221,Wayne,Nebraska,24448.0,52147.0,69696.0,"9,499","3,401",31179
1222,Androscoggin,Maine,24442.0,44921.0,57444.0,"107,634","44,006",23001
1224,Georgetown,South Carolina,24437.0,40131.0,51852.0,"60,280","23,115",45043
1225,White Pine,Nevada,24435.0,48586.0,63982.0,"10,023","3,357",32033
1226,Prince George,Virginia,24434.0,63074.0,70566.0,"36,462","10,848",51149
1227,Carlton,Minnesota,24434.0,53016.0,63548.0,"35,398","13,789",27017
1228,Fergus,Montana,24429.0,38344.0,52473.0,"11,517","4,924",30027
1229,Polk,Oregon,24426.0,52808.0,62802.0,"75,930","28,239",41053
1231,Des Moines,Iowa,24408.0,42451.0,53237.0,"40,301","16,993",19057
1232,Faulkner,Arkansas,24401.0,50314.0,65155.0,"115,928","42,413",05045
1233,Jackson,Oregon,24378.0,44005.0,53254.0,"205,117","83,140",41029
1234,Vanderburgh,Indiana,24378.0,43540.0,58352.0,"180,233","73,963",18163
1235,Antrim,Michigan,24370.0,45362.0,53125.0,"23,504","9,731",26009
1236,Pepin,Wisconsin,24367.0,47701.0,58770.0,"7,417","3,085",55091
1237,Coos,New Hampshire,24367.0,41985.0,53813.0,"32,520","14,531",33007
1238,St. Clair,Michigan,24357.0,48066.0,58697.0,"161,865","64,379",26147
1239,Calcasieu,Louisiana,24355.0,43499.0,55484.0,"193,528","73,726",22019
1240,Colorado County,Texas,24348.0,45146.0,55408.0,"20,776","8,079",48089
1241,Morgan,Illinois,24337.0,46809.0,62224.0,"35,424","13,926",17137
1242,Marshall,West Virginia,24329.0,40681.0,51779.0,"32,840","14,042",54051
1243,Jack,Texas,24325.0,49038.0,64836.0,"9,012","2,972",48237
1244,Sioux,Iowa,24324.0,57227.0,67067.0,"34,050","11,623",19167
1245,Boise,Idaho,24324.0,41056.0,55586.0,"6,944","2,994",16015
1246,Sherman,Oregon,24314.0,42639.0,57115.0,"1,865",827,41055
1247,Clark,Indiana,24312.0,50496.0,60754.0,"111,221","42,502",18019
1248,Otsego,Michigan,24312.0,47584.0,56823.0,"24,127","9,818",26137
1249,Bullitt,Kentucky,24308.0,54836.0,62514.0,"75,250","27,874",21029
1250,Caddo,Louisiana,24308.0,41053.0,52823.0,"255,551","98,554",22017
1251,Lavaca,Texas,24299.0,44149.0,54765.0,"19,351","7,711",48285
1252,Jasper,Indiana,24297.0,57500.0,67259.0,"33,398","11,924",18073
1253,Clark,Illinois,24296.0,47405.0,55434.0,"16,284","6,568",17023
1254,Milwaukee,Wisconsin,24295.0,43193.0,55164.0,"950,527","379,637",55079
1255,Ellis,Kansas,24291.0,43085.0,63712.0,"28,746","11,824",20051
1256,Yamhill,Oregon,24290.0,54535.0,62284.0,"99,802","34,138",41071
1257,Howard,Iowa,24286.0,46429.0,55582.0,"9,560","3,884",19089
1258,Black Hawk,Iowa,24273.0,45747.0,61495.0,"131,468","52,276",19013
1259,Louisa,Iowa,24272.0,50583.0,57545.0,"11,348","4,381",19115
1260,Broadwater,Montana,24270.0,45932.0,49362.0,"5,666","2,421",30007
1261,Wells,Indiana,24269.0,48136.0,57459.0,"27,707","10,904",18179
1262,Craven,North Carolina,24260.0,47141.0,55689.0,"104,041","39,931",37049
1263,Judith Basin,Montana,24260.0,41932.0,55089.0,"2,043",879,30045
1264,Rich,Utah,24258.0,50000.0,65250.0,"2,279",664,49033
1265,Gibson,Indiana,24258.0,49329.0,61861.0,"33,514","13,094",18051
1266,Nez Perce,Idaho,24257.0,46503.0,58875.0,"39,458","16,019",16069
1267,Bexar,Texas,24253.0,50112.0,58289.0,"1,753,238","604,698",48029
1268,Ector,Texas,24247.0,51466.0,59067.0,"141,542","49,962",48135
1269,Franklin,Mississippi,24234.0,32372.0,39234.0,"8,013","3,311",28037
1270,Lane,Oregon,24224.0,42931.0,56605.0,"353,382","144,912",41039
1271,Platte,Nebraska,24219.0,51213.0,60814.0,"32,350","12,477",31141
1272,Adams,Illinois,24217.0,45073.0,58992.0,"67,152","26,912",17001
1274,Marshall,South Dakota,24205.0,46597.0,64375.0,"4,657","1,683",46091
1275,Webster,Iowa,24203.0,41624.0,57137.0,"37,626","15,458",19187
1276,Wabaunsee,Kansas,24199.0,54694.0,65417.0,"7,050","2,693",20197
1277,Adams,Colorado,24195.0,56270.0,64611.0,"452,030","152,803",08001
1278,Wyoming County,Pennsylvania,24195.0,48482.0,58479.0,"28,177","10,992",42131
1279,Erie,Pennsylvania,24189.0,45202.0,58451.0,"280,518","109,675",42049
1280,Lake,Florida,24183.0,45035.0,54237.0,"300,926","117,250",12069
1281,Warren,Pennsylvania,24179.0,43764.0,56410.0,"41,429","17,257",42123
1282,Garfield,Oklahoma,24177.0,44530.0,53572.0,"60,956","23,508",40047
1283,Rush,Kansas,24175.0,42610.0,52727.0,"3,233","1,529",20165
1284,Jasper,Illinois,24174.0,52233.0,59406.0,"9,680","3,904",17079
1285,Schuyler,New York,24173.0,46976.0,58866.0,"18,432","7,684",36097
1286,Leon,Texas,24170.0,44452.0,54609.0,"16,802","6,349",48289
1287,Paulding,Georgia,24168.0,61837.0,67668.0,"143,845","47,881",13223
1288,Washington County,New York,24168.0,52361.0,61494.0,"63,237","24,499",36115
1289,Berkeley,South Carolina,24165.0,52427.0,59373.0,"184,366","65,392",45015
1290,Otsego,New York,24165.0,47765.0,60526.0,"62,029","24,078",36077
1291,Alleghany,Virginia,24162.0,44848.0,59384.0,"16,240","6,773",51005
1292,Anderson,Kentucky,24161.0,52646.0,64806.0,"21,575","8,323",21005
1293,Mercer,Ohio,24157.0,52535.0,64758.0,"40,811","15,851",39107
1294,Kane,Utah,24154.0,48540.0,58883.0,"7,176","3,077",49025
1295,Campbell,South Dakota,24152.0,35729.0,50938.0,"1,435",679,46021
1296,Hardin,Kentucky,24147.0,48687.0,58565.0,"106,211","39,401",21093
1297,Allegan,Michigan,24140.0,52061.0,59509.0,"111,742","41,794",26005
1298,Chickasaw,Iowa,24139.0,43971.0,55735.0,"12,379","5,364",19037
1299,Mercer,Kentucky,24138.0,45396.0,58533.0,"21,313","8,745",21167
1300,Pipestone,Minnesota,24137.0,46019.0,56071.0,"9,470","3,924",27117
1301,Holt,Missouri,24127.0,42979.0,53578.0,"4,771","2,218",29087
1302,Marion,Indiana,24124.0,42334.0,52417.0,"912,242","360,072",18097
1304,Holt,Nebraska,24120.0,44427.0,58608.0,"10,435","4,469",31089
1305,Jackson,Kansas,24117.0,54546.0,63807.0,"13,430","5,273",20085
1306,Marshall,Iowa,24117.0,51555.0,60501.0,"40,800","15,350",19127
1307,Terrebonne,Louisiana,24114.0,49960.0,60417.0,"111,868","39,279",22109
1308,Rock,Minnesota,24101.0,46623.0,58835.0,"9,601","3,970",27133
1309,Wabash,Illinois,24096.0,47365.0,61412.0,"11,848","4,785",17185
1310,Rock,Wisconsin,24094.0,49435.0,60120.0,"160,345","63,309",55105
1311,Throckmorton,Texas,24086.0,39286.0,42368.0,"1,623",758,48447
1312,Franklin,Indiana,24085.0,49516.0,63675.0,"23,042","8,551",18047
1313,Itasca,Minnesota,24079.0,46912.0,56705.0,"45,219","18,862",27061
1314,Carroll,Missouri,24073.0,46002.0,61400.0,"9,216","3,613",29033
1315,Howard,Indiana,24071.0,43590.0,57615.0,"82,795","34,544",18067
1316,Gregg,Texas,24064.0,45525.0,56869.0,"122,258","45,292",48183
1317,Stonewall,Texas,24063.0,42429.0,54167.0,"1,363",578,48433
1318,Huerfano,Colorado,24058.0,33298.0,41862.0,"6,625","3,059",08055
1319,Wood,West Virginia,24042.0,42287.0,53647.0,"86,779","35,569",54107
1320,Fremont,Wyoming,24037.0,50418.0,60397.0,"40,517","15,425",56013
1321,Shelby,Ohio,24028.0,50427.0,60939.0,"49,317","18,311",39149
1322,Kingman,Kansas,24026.0,47466.0,58299.0,"7,860","3,223",20095
1323,Beadle,South Dakota,24025.0,42196.0,58207.0,"17,663","7,343",46005
1324,Madison,Ohio,24014.0,54956.0,65696.0,"43,221","14,611",39097
1325,Berrien,Michigan,24013.0,43633.0,56324.0,"156,290","60,414",26021
1326,Wayne,Pennsylvania,24005.0,49313.0,58934.0,"52,212","19,558",42127
1327,Grayson,Texas,24003.0,46429.0,57313.0,"121,292","46,559",48181
1328,Horry,South Carolina,24002.0,42431.0,51252.0,"276,688","113,490",45051
1329,Lemhi,Idaho,23998.0,34122.0,53709.0,"7,853","3,832",16059
1330,Bosque,Texas,23992.0,44742.0,53835.0,"18,094","7,012",48035
1331,Owen,Kentucky,23991.0,41009.0,60356.0,"10,807","4,601",21187
1332,Pulaski,Virginia,23987.0,44312.0,54224.0,"34,768","14,875",51155
1333,Livingston,New York,23978.0,53518.0,66664.0,"65,087","24,092",36051
1334,Steuben,Indiana,23975.0,48080.0,56300.0,"34,190","13,514",18151
1335,Mahoning,Ohio,23975.0,41058.0,54118.0,"237,033","98,201",39099
1336,Volusia,Florida,23973.0,42457.0,53086.0,"496,268","195,907",12127
1337,Curry,Oregon,23972.0,39516.0,48833.0,"22,361","10,355",41015
1338,Hansford,Texas,23969.0,49150.0,57703.0,"5,566","1,983",48195
1339,Custer,Idaho,23965.0,39541.0,60954.0,"4,331","1,870",16037
1340,Beckham,Oklahoma,23959.0,48989.0,60852.0,"22,715","7,755",40009
1341,Treasure,Montana,23948.0,37105.0,47206.0,711,332,30103
1343,Roane,Tennessee,23936.0,42223.0,52729.0,"53,765","22,117",47145
1344,Lake,Indiana,23918.0,49035.0,60080.0,"494,250","182,080",18089
1345,Christian,Illinois,23915.0,45145.0,56066.0,"34,651","14,138",17021
1346,Custer,Montana,23910.0,43524.0,58594.0,"11,785","4,986",30017
1347,Lapeer,Michigan,23907.0,52939.0,60597.0,"88,323","32,684",26087
1348,Oconee,South Carolina,23904.0,41394.0,49753.0,"74,419","30,106",45073
1349,Dickinson,Kansas,23895.0,48890.0,58884.0,"19,734","7,845",20041
1350,Penobscot,Maine,23895.0,43734.0,56155.0,"153,649","62,608",23019
1351,Pacific,Washington,23888.0,39830.0,50919.0,"20,781","9,366",53049
1352,Lucas,Ohio,23885.0,41556.0,55295.0,"439,511","178,101",39095
1353,Jackson,Mississippi,23879.0,48943.0,58357.0,"139,906","50,007",28059
1354,Knox,Ohio,23878.0,49750.0,59561.0,"60,925","22,583",39083
1355,Clay,Nebraska,23876.0,46784.0,54762.0,"6,469","2,647",31035
1356,Blair,Pennsylvania,23875.0,42992.0,55446.0,"126,940","51,433",42013
1358,St. Clair,Alabama,23872.0,50786.0,57643.0,"84,521","31,353",01115
1359,Crockett,Texas,23872.0,50475.0,57050.0,"3,840","1,375",48105
1360,King and Queen,Virginia,23868.0,48372.0,55182.0,"7,020","2,863",51097
1361,Gallatin,Illinois,23862.0,40330.0,53250.0,"5,516","2,369",17059
1362,Elmore,Alabama,23856.0,54766.0,65479.0,"79,895","28,324",01051
1363,Warren,Kentucky,23853.0,44135.0,60772.0,"115,438","44,240",21227
1364,Pickaway,Ohio,23851.0,54003.0,64576.0,"55,949","19,167",39129
1365,Sullivan,Tennessee,23850.0,39479.0,50725.0,"156,741","66,239",47163
1366,Fulton,New York,23839.0,44276.0,54619.0,"55,165","22,611",36035
1367,Greeley,Nebraska,23833.0,44950.0,55909.0,"2,507","1,011",31077
1368,Grant,Oregon,23828.0,35051.0,46000.0,"7,359","3,319",41023
1369,Columbia,Washington,23814.0,42519.0,50956.0,"4,027","1,651",53013
1370,Washita,Oklahoma,23811.0,46686.0,53912.0,"11,631","4,630",40149
1371,Robertson,Tennessee,23809.0,52792.0,60073.0,"66,623","24,136",47147
1372,Walla Walla,Washington,23809.0,46597.0,59108.0,"59,092","21,677",53071
1373,Perquimans,North Carolina,23809.0,43709.0,51103.0,"13,463","5,437",37143
1374,Sawyer,Wisconsin,23809.0,39904.0,46831.0,"16,542","7,663",55113
1375,Uintah,Utah,23805.0,62067.0,65922.0,"33,722","11,007",49047
1376,Wichita,Kansas,23799.0,53018.0,54952.0,"2,231",877,20203
1377,Bay,Michigan,23799.0,45376.0,55652.0,"107,312","44,127",26017
1378,Taylor,Iowa,23793.0,43804.0,51701.0,"6,256","2,764",19173
1379,Marquette,Michigan,23789.0,45622.0,61103.0,"67,358","26,436",26103
1380,Mahaska,Iowa,23788.0,47967.0,59173.0,"22,428","9,073",19123
1381,Blount,Tennessee,23788.0,45991.0,56626.0,"123,722","48,728",47009
1382,Butte,California,23787.0,43752.0,55917.0,"220,542","84,816",06007
1383,Moultrie,Illinois,23786.0,46622.0,55610.0,"14,869","5,676",17139
1384,Dinwiddie,Virginia,23781.0,52027.0,58543.0,"27,977","9,932",51053
1385,Kankakee,Illinois,23779.0,50102.0,61559.0,"112,991","41,245",17091
1386,Harvey,Kansas,23775.0,50287.0,65591.0,"34,722","13,287",20079
1387,Lubbock,Texas,23773.0,44397.0,56425.0,"282,633","105,277",48303
1388,Phillips,Kansas,23772.0,43059.0,55102.0,"5,573","2,388",20147
1389,Dixon,Nebraska,23769.0,47325.0,57946.0,"5,953","2,348",31051
1390,Rooks,Kansas,23768.0,42449.0,53029.0,"5,189","2,349",20163
1391,Morgan,Alabama,23764.0,44800.0,55536.0,"119,673","46,192",01103
1393,Transylvania,North Carolina,23757.0,41781.0,51702.0,"32,894","13,981",37175
1394,Morrison,Minnesota,23753.0,47649.0,60155.0,"33,118","13,416",27097
1395,Colfax,Nebraska,23751.0,51765.0,61841.0,"10,495","3,686",31037
1396,Cape Girardeau,Missouri,23751.0,46516.0,57604.0,"76,322","29,411",29031
1397,Hayes,Nebraska,23749.0,49125.0,56125.0,"1,142",477,31085
1398,Pointe Coupee,Louisiana,23742.0,45363.0,59064.0,"22,736","8,818",22077
1399,Elk,Pennsylvania,23738.0,45767.0,55378.0,"31,799","13,478",42047
1400,Pasco,Florida,23736.0,43888.0,53807.0,"468,194","182,707",12101
1401,Douglas,Illinois,23732.0,52741.0,65220.0,"19,902","7,509",17041
1402,Pamlico,North Carolina,23724.0,43853.0,54679.0,"13,115","5,146",37137
1403,Price,Wisconsin,23723.0,42644.0,53902.0,"14,025","6,776",55099
1404,DeWitt,Texas,23720.0,46454.0,55394.0,"20,269","6,948",48123
1405,Hancock,Illinois,23714.0,43925.0,54700.0,"18,949","8,101",17067
1406,Tom Green,Texas,23712.0,44545.0,57722.0,"111,969","42,286",48451
1407,Adams,Iowa,23707.0,45871.0,56552.0,"3,973","1,745",19003
1408,Norman,Minnesota,23707.0,45389.0,59103.0,"6,753","2,737",27107
1409,DeKalb,Illinois,23696.0,53375.0,71343.0,"104,820","37,844",17037
1410,Tippecanoe,Indiana,23691.0,44246.0,63086.0,"175,628","66,667",18157
1411,Lincoln,Kansas,23686.0,40811.0,54167.0,"3,199","1,414",20105
1412,Nance,Nebraska,23684.0,44286.0,54402.0,"3,707","1,534",31125
1413,Lyon,Iowa,23683.0,52152.0,62459.0,"11,659","4,425",19119
1414,Columbia,Pennsylvania,23681.0,44807.0,56917.0,"67,021","26,225",42037
1416,Delaware County,New York,23677.0,44470.0,56427.0,"47,491","19,844",36025
1417,Cheyenne,Kansas,23677.0,37875.0,53571.0,"2,708","1,343",20023
1418,Nueces,Texas,23671.0,47057.0,54483.0,"344,257","123,915",48355
1419,Shasta,California,23670.0,44651.0,54222.0,"177,966","68,980",06089
1420,Bradford,Pennsylvania,23667.0,46963.0,56198.0,"62,624","24,213",42015
1421,White,Indiana,23666.0,51444.0,60995.0,"24,542","9,541",18181
1422,Armstrong,Pennsylvania,23661.0,45241.0,55063.0,"68,614","28,525",42005
1423,Schuyler,Illinois,23656.0,48138.0,58547.0,"7,490","3,056",17169
1424,Palo Pinto,Texas,23655.0,41670.0,51399.0,"28,017","10,491",48363
1425,Cheyenne,Colorado,23647.0,51641.0,63938.0,"2,189",839,08017
1426,Cabell,West Virginia,23647.0,38374.0,52300.0,"96,604","40,144",54011
1427,Hall,Georgia,23645.0,50853.0,58295.0,"182,841","61,220",13139
1428,Spencer,Indiana,23641.0,52991.0,64930.0,"20,960","7,984",18147
1429,Lafayette,Missouri,23637.0,50527.0,65057.0,"33,188","13,117",29107
1430,Appomattox,Virginia,23636.0,50167.0,59252.0,"15,054","5,803",51011
1431,Winkler,Texas,23629.0,48992.0,55668.0,"7,260","2,709",48495
1432,Douglas,Georgia,23626.0,52691.0,58918.0,"133,486","46,295",13097
1433,Fall River,South Dakota,23624.0,37667.0,58910.0,"7,001","3,138",46047
1434,Richland,Illinois,23621.0,44070.0,57038.0,"16,213","6,620",17159
1435,Cochise,Arizona,23608.0,45755.0,55120.0,"131,038","49,174",04003
1436,Williamson,Illinois,23605.0,43125.0,54242.0,"66,606","26,819",17199
1437,Sutter,California,23602.0,50408.0,57129.0,"94,787","31,725",06101
1438,Riverside,California,23591.0,56529.0,63378.0,"2,228,528","683,144",06065
1439,Caribou,Idaho,23586.0,53586.0,63545.0,"6,867","2,644",16029
1440,Caledonia,Vermont,23584.0,45395.0,54941.0,"31,157","12,491",50005
1441,Kiowa,Oklahoma,23576.0,36281.0,46015.0,"9,389","3,886",40075
1442,Richardson,Nebraska,23566.0,38582.0,49080.0,"8,289","3,779",31147
1443,Silver Bow,Montana,23562.0,38659.0,53713.0,"34,322","15,042",30093
1444,Grand,Utah,23558.0,45888.0,62627.0,"9,269","3,633",49019
1445,Cowlitz,Washington,23557.0,47596.0,56810.0,"102,110","39,602",53015
1446,Marinette,Wisconsin,23555.0,40490.0,53495.0,"41,632","18,573",55075
1447,Hitchcock,Nebraska,23554.0,39702.0,56875.0,"2,884","1,366",31087
1448,Montgomery,Virginia,23548.0,45543.0,66800.0,"94,910","34,789",51121
1449,Montezuma,Colorado,23548.0,43188.0,49245.0,"25,512","10,688",08083
1450,Nelson,Kentucky,23545.0,43833.0,54708.0,"43,905","16,571",21179
1451,Mason,Washington,23542.0,48755.0,57662.0,"60,647","23,358",53045
1452,Humboldt,California,23540.0,41426.0,52974.0,"134,613","53,296",06023
1453,Pender,North Carolina,23526.0,44524.0,53740.0,"53,412","20,254",37141
1454,Greene,Missouri,23520.0,40337.0,53359.0,"278,231","115,574",29077
1455,Cimarron,Oklahoma,23514.0,38301.0,49600.0,"2,432","1,067",40025
1456,Lauderdale,Alabama,23510.0,42844.0,55673.0,"92,666","38,458",01077
1457,St. Joseph,Indiana,23509.0,44582.0,56861.0,"266,694","101,947",18141
1458,Golden Valley,Montana,23508.0,39313.0,50938.0,709,323,30037
1459,Lee,Alabama,23506.0,43542.0,61629.0,"144,405","55,864",01081
1460,Aurora,South Dakota,23504.0,46667.0,56389.0,"2,722","1,102",46003
1461,Grady,Oklahoma,23500.0,49637.0,57046.0,"52,855","19,762",40051
1462,Shawano,Wisconsin,23500.0,46559.0,54485.0,"41,776","17,245",55115
1463,Page,Iowa,23496.0,43010.0,57784.0,"15,838","6,415",19145
1464,Washington County,Ohio,23496.0,42834.0,55505.0,"61,600","25,029",39167
1465,Pierce,North Dakota,23491.0,42975.0,63243.0,"4,399","1,983",38069
1466,Marquette,Wisconsin,23490.0,46077.0,55060.0,"15,308","6,453",55077
1467,Giles,Virginia,23485.0,45141.0,54697.0,"17,111","7,167",51071
1468,Lafayette,Wisconsin,23483.0,49107.0,59593.0,"16,841","6,605",55065
1469,Goshen,Wyoming,23475.0,43257.0,51882.0,"13,458","5,255",56015
1470,Northampton,Virginia,23473.0,33635.0,52742.0,"12,339","5,149",51131
1471,Clarke,Iowa,23472.0,43216.0,59972.0,"9,311","3,672",19039
1473,Rockdale,Georgia,23461.0,52579.0,58441.0,"85,650","29,317",13247
1474,Cheatham,Tennessee,23459.0,52446.0,61433.0,"39,213","14,421",47021
1475,Monroe,Wisconsin,23456.0,49774.0,61851.0,"44,953","17,543",55081
1476,Cottonwood,Minnesota,23456.0,45294.0,55081.0,"11,658","4,802",27033
1477,Escambia,Florida,23441.0,43918.0,55382.0,"300,795","111,689",12033
1478,Perry,Missouri,23435.0,47876.0,58656.0,"19,001","7,511",29157
1479,Lampasas,Texas,23423.0,49277.0,58034.0,"19,937","7,289",48281
1480,Winona,Minnesota,23421.0,47468.0,67948.0,"51,328","18,957",27169
1481,Jackson,Texas,23418.0,49528.0,62062.0,"14,201","5,212",48239
1482,Herkimer,New York,23418.0,45047.0,55976.0,"64,428","26,815",36043
1483,Montgomery,New York,23417.0,44156.0,55028.0,"50,019","19,703",36057
1484,Cheboygan,Michigan,23412.0,38410.0,46010.0,"25,985","11,477",26031
1485,Duchesne,Utah,23411.0,57683.0,63048.0,"19,109","6,850",49013
1486,Rush,Indiana,23396.0,47401.0,56923.0,"17,257","6,874",18139
1487,Fayette,Iowa,23391.0,45542.0,60296.0,"20,822","8,328",19065
1488,Matagorda,Texas,23389.0,43096.0,51190.0,"36,639","13,260",48321
1489,Hutchinson,Texas,23383.0,44731.0,51838.0,"21,986","8,374",48233
1490,Ochiltree,Texas,23382.0,49964.0,60121.0,"10,467","3,736",48357
1491,Coconino,Arizona,23382.0,49555.0,59308.0,"134,795","46,198",04005
1492,Reno,Kansas,23382.0,43798.0,54770.0,"64,319","25,693",20155
1493,Calhoun,Texas,23381.0,47027.0,56167.0,"21,503","7,870",48057
1494,Hall,Nebraska,23380.0,48712.0,56897.0,"59,431","22,168",31079
1495,Coffee,Alabama,23380.0,43768.0,58898.0,"50,468","18,820",01031
1496,Jones,South Dakota,23377.0,44808.0,53854.0,981,438,46075
1497,Preble,Ohio,23374.0,48405.0,57530.0,"42,050","16,238",39135
